index,true_label,cluster_id,candidate_labels,complementary_label
0,6,7,"['frog'; 'truck'; 'bird'; 'dog']",truck
1,9,10,"['truck'; 'airplane'; 'deer'; 'dog']",deer
2,9,14,"['airplane'; 'automobile'; 'frog'; 'cat']",frog
3,4,1,"['bird'; 'cat'; 'dog'; 'automobile']",automobile
4,1,6,"['deer'; 'frog'; 'airplane'; 'truck']",frog
5,1,6,"['truck'; 'deer'; 'frog'; 'airplane']",deer
6,2,13,"['ship'; 'dog'; 'cat'; 'truck']",dog
7,7,5,"['frog'; 'ship'; 'cat'; 'horse']",ship
8,8,3,"['cat'; 'ship'; 'automobile'; 'airplane']",cat
9,3,4,"['ship'; 'cat'; 'dog'; 'airplane']",dog
10,4,1,"['dog'; 'automobile'; 'bird'; 'cat']",automobile
11,7,5,"['cat'; 'frog'; 'ship'; 'horse']",ship
12,7,5,"['cat'; 'frog'; 'horse'; 'ship']",frog
13,2,3,"['ship'; 'cat'; 'airplane'; 'automobile']",cat
14,9,14,"['frog'; 'automobile'; 'airplane'; 'cat']",frog
15,9,10,"['deer'; 'dog'; 'airplane'; 'truck']",deer
16,9,10,"['truck'; 'dog'; 'airplane'; 'deer']",dog
17,3,4,"['cat'; 'dog'; 'ship'; 'airplane']",ship
18,2,8,"['bird'; 'cat'; 'airplane'; 'dog']",airplane
19,6,4,"['dog'; 'airplane'; 'ship'; 'cat']",airplane
20,4,1,"['automobile'; 'bird'; 'cat'; 'dog']",automobile
21,3,4,"['ship'; 'airplane'; 'cat'; 'dog']",ship
22,6,7,"['bird'; 'truck'; 'frog'; 'dog']",truck
23,6,7,"['bird'; 'truck'; 'frog'; 'dog']",truck
24,2,0,"['truck'; 'automobile'; 'airplane'; 'deer']",deer
25,6,4,"['airplane'; 'ship'; 'cat'; 'dog']",cat
26,3,4,"['dog'; 'airplane'; 'ship'; 'cat']",airplane
27,5,13,"['truck'; 'ship'; 'cat'; 'dog']",truck
28,4,1,"['bird'; 'cat'; 'dog'; 'automobile']",automobile
29,0,0,"['airplane'; 'deer'; 'truck'; 'automobile']",deer
30,0,3,"['cat'; 'airplane'; 'automobile'; 'ship']",cat
31,9,10,"['truck'; 'dog'; 'airplane'; 'deer']",dog
32,1,6,"['frog'; 'deer'; 'truck'; 'airplane']",frog
33,3,4,"['dog'; 'airplane'; 'ship'; 'cat']",airplane
34,4,1,"['automobile'; 'bird'; 'cat'; 'dog']",automobile
35,0,11,"['ship'; 'horse'; 'automobile'; 'cat']",horse
36,3,4,"['airplane'; 'dog'; 'cat'; 'ship']",airplane
37,7,5,"['horse'; 'frog'; 'cat'; 'ship']",frog
38,3,2,"['ship'; 'airplane'; 'automobile'; 'frog']",frog
39,3,2,"['automobile'; 'ship'; 'frog'; 'airplane']",ship
40,5,2,"['ship'; 'frog'; 'automobile'; 'airplane']",frog
41,2,0,"['automobile'; 'airplane'; 'deer'; 'truck']",deer
42,2,0,"['automobile'; 'deer'; 'airplane'; 'truck']",truck
43,7,5,"['ship'; 'frog'; 'cat'; 'horse']",frog
44,1,6,"['airplane'; 'frog'; 'deer'; 'truck']",frog
45,1,6,"['frog'; 'deer'; 'airplane'; 'truck']",frog
46,1,6,"['truck'; 'airplane'; 'frog'; 'deer']",frog
47,2,8,"['cat'; 'airplane'; 'bird'; 'dog']",airplane
48,2,0,"['airplane'; 'deer'; 'truck'; 'automobile']",truck
49,0,11,"['automobile'; 'ship'; 'horse'; 'cat']",horse
50,9,14,"['frog'; 'airplane'; 'cat'; 'automobile']",frog
51,5,4,"['airplane'; 'dog'; 'ship'; 'cat']",ship
52,7,5,"['frog'; 'horse'; 'cat'; 'ship']",frog
53,9,10,"['dog'; 'airplane'; 'truck'; 'deer']",dog
54,2,8,"['bird'; 'cat'; 'dog'; 'airplane']",cat
55,2,13,"['truck'; 'ship'; 'cat'; 'dog']",truck
56,5,4,"['dog'; 'airplane'; 'ship'; 'cat']",airplane
57,2,8,"['bird'; 'dog'; 'airplane'; 'cat']",dog
58,4,1,"['cat'; 'bird'; 'automobile'; 'dog']",automobile
59,3,4,"['cat'; 'airplane'; 'ship'; 'dog']",airplane
60,1,6,"['truck'; 'airplane'; 'frog'; 'deer']",frog
61,1,6,"['airplane'; 'truck'; 'deer'; 'frog']",deer
62,8,12,"['deer'; 'ship'; 'frog'; 'automobile']",deer
63,2,0,"['deer'; 'truck'; 'automobile'; 'airplane']",truck
64,1,6,"['frog'; 'airplane'; 'deer'; 'truck']",airplane
65,1,6,"['airplane'; 'frog'; 'truck'; 'deer']",frog
66,4,1,"['automobile'; 'cat'; 'dog'; 'bird']",cat
67,9,14,"['cat'; 'frog'; 'airplane'; 'automobile']",frog
68,7,2,"['ship'; 'automobile'; 'airplane'; 'frog']",frog
