index,true_label,candidate_labels,complementary_label
0,6,"['automobile', 'airplane', 'ship', 'horse']",airplane
1,9,"['frog', 'dog', 'airplane', 'cat']",airplane
2,9,"['dog', 'cat', 'airplane', 'frog']",dog
3,4,"['frog', 'cat', 'automobile', 'airplane']",automobile
4,1,"['airplane', 'frog', 'dog', 'cat']",frog
5,1,"['airplane', 'cat', 'dog', 'frog']",cat
6,2,"['airplane', 'ship', 'automobile', 'cat']",cat
7,7,"['cat', 'automobile', 'airplane', 'frog']",automobile
8,8,"['airplane', 'cat', 'horse', 'frog']",cat
9,3,"['frog', 'airplane', 'automobile', 'ship']",airplane
10,4,"['cat', 'automobile', 'frog', 'airplane']",automobile
11,7,"['airplane', 'cat', 'frog', 'automobile']",cat
12,7,"['automobile', 'cat', 'frog', 'airplane']",frog
13,2,"['ship', 'automobile', 'cat', 'airplane']",cat
14,9,"['cat', 'frog', 'airplane', 'dog']",airplane
15,9,"['airplane', 'frog', 'dog', 'cat']",frog
16,9,"['dog', 'cat', 'airplane', 'frog']",dog
17,3,"['airplane', 'frog', 'automobile', 'ship']",frog
18,2,"['cat', 'airplane', 'ship', 'automobile']",airplane
19,6,"['airplane', 'ship', 'horse', 'automobile']",horse
20,4,"['frog', 'airplane', 'cat', 'automobile']",airplane
21,3,"['frog', 'ship', 'automobile', 'airplane']",ship
22,6,"['horse', 'automobile', 'airplane', 'ship']",horse
23,6,"['airplane', 'automobile', 'ship', 'horse']",horse
24,2,"['ship', 'automobile', 'cat', 'airplane']",cat
25,6,"['ship', 'automobile', 'horse', 'airplane']",horse
26,3,"['frog', 'ship', 'automobile', 'airplane']",ship
27,5,"['ship', 'automobile', 'frog', 'airplane']",frog
28,4,"['airplane', 'cat', 'frog', 'automobile']",cat
29,0,"['horse', 'cat', 'deer', 'frog']",horse
30,0,"['cat', 'deer', 'horse', 'frog']",horse
31,9,"['dog', 'frog', 'cat', 'airplane']",airplane
32,1,"['frog', 'dog', 'cat', 'airplane']",airplane
33,3,"['airplane', 'automobile', 'ship', 'frog']",frog
34,4,"['frog', 'cat', 'airplane', 'automobile']",airplane
35,0,"['horse', 'deer', 'frog', 'cat']",horse
36,3,"['automobile', 'ship', 'airplane', 'frog']",frog
37,7,"['cat', 'automobile', 'frog', 'airplane']",automobile
38,3,"['ship', 'frog', 'automobile', 'airplane']",automobile
39,3,"['ship', 'automobile', 'frog', 'airplane']",airplane
40,5,"['airplane', 'ship', 'automobile', 'frog']",frog
41,2,"['ship', 'cat', 'automobile', 'airplane']",cat
42,2,"['cat', 'automobile', 'airplane', 'ship']",automobile
43,7,"['frog', 'automobile', 'cat', 'airplane']",automobile
44,1,"['airplane', 'dog', 'frog', 'cat']",dog
45,1,"['cat', 'dog', 'airplane', 'frog']",airplane
46,1,"['cat', 'dog', 'frog', 'airplane']",airplane
47,2,"['cat', 'airplane', 'automobile', 'ship']",airplane
48,2,"['airplane', 'ship', 'automobile', 'cat']",cat
49,0,"['frog', 'deer', 'horse', 'cat']",frog
50,9,"['frog', 'airplane', 'dog', 'cat']",airplane
51,5,"['frog', 'ship', 'airplane', 'automobile']",ship
52,7,"['frog', 'automobile', 'cat', 'airplane']",automobile
53,9,"['airplane', 'frog', 'dog', 'cat']",frog
54,2,"['airplane', 'cat', 'ship', 'automobile']",cat
55,2,"['automobile', 'ship', 'airplane', 'cat']",cat
56,5,"['airplane', 'ship', 'automobile', 'frog']",frog
57,2,"['ship', 'automobile', 'cat', 'airplane']",cat
58,4,"['cat', 'automobile', 'frog', 'airplane']",automobile
59,3,"['automobile', 'ship', 'airplane', 'frog']",frog
60,1,"['airplane', 'dog', 'cat', 'frog']",dog
61,1,"['frog', 'dog', 'airplane', 'cat']",airplane
62,8,"['cat', 'airplane', 'horse', 'frog']",airplane
63,2,"['ship', 'automobile', 'airplane', 'cat']",cat
64,1,"['airplane', 'dog', 'cat', 'frog']",dog
65,1,"['dog', 'cat', 'airplane', 'frog']",airplane
66,4,"['automobile', 'airplane', 'frog', 'cat']",frog
67,9,"['dog', 'cat', 'airplane', 'frog']",airplane
68,7,"['frog', 'cat', 'airplane', 'automobile']",airplane
69,8,"['frog', 'horse', 'cat', 'airplane']",airplane
70,5,"['airplane', 'automobile', 'ship', 'frog']",frog
71,9,"['airplane', 'dog', 'cat', 'frog']",dog
72,6,"['ship', 'automobile', 'airplane', 'horse']",horse
73,7,"['airplane', 'frog', 'cat', 'automobile']",frog
74,3,"['frog', 'ship', 'airplane', 'automobile']",ship
75,1,"['cat', 'frog', 'dog', 'airplane']",airplane
76,9,"['cat', 'airplane', 'dog', 'frog']",airplane
77,0,"['deer', 'frog', 'cat', 'horse']",deer
78,3,"['airplane', 'automobile', 'ship', 'frog']",frog
79,1,"['frog', 'cat', 'airplane', 'dog']",frog
80,3,"['automobile', 'frog', 'ship', 'airplane']",frog
81,5,"['ship', 'automobile', 'airplane', 'frog']",frog
82,4,"['frog', 'cat', 'automobile', 'airplane']",automobile
83,5,"['automobile', 'airplane', 'ship', 'frog']",frog
84,7,"['cat', 'airplane', 'automobile', 'frog']",airplane
85,7,"['airplane', 'automobile', 'cat', 'frog']",frog
86,4,"['cat', 'frog', 'airplane', 'automobile']",airplane
87,7,"['automobile', 'airplane', 'cat', 'frog']",automobile
88,9,"['cat', 'dog', 'frog', 'airplane']",airplane
89,4,"['frog', 'cat', 'automobile', 'airplane']",automobile
