index,true_label,cluster_id,candidate_labels,complementary_label
0,19,8,"['skunk'; 'wolf'; 'girl'; 'apple']",girl
1,29,22,"['sunflower'; 'television'; 'bottle'; 'tractor']",television
2,0,54,"['wolf'; 'can'; 'road'; 'woman']",road
3,11,46,"['bus'; 'clock'; 'possum'; 'squirrel']",bus
4,1,20,"['man'; 'chair'; 'maple_tree'; 'streetcar']",chair
5,86,19,"['motorcycle'; 'bridge'; 'girl'; 'pickup_truck']",girl
6,90,76,"['pine_tree'; 'orchid'; 'cloud'; 'girl']",orchid
7,28,44,"['apple'; 'pickup_truck'; 'chair'; 'tulip']",pickup_truck
8,23,55,"['plain'; 'table'; 'rose'; 'can']",rose
9,31,22,"['bottle'; 'sunflower'; 'television'; 'tractor']",television
10,39,61,"['elephant'; 'cup'; 'bicycle'; 'camel']",cup
11,96,11,"['bus'; 'lion'; 'boy'; 'motorcycle']",lion
12,82,71,"['oak_tree'; 'pine_tree'; 'turtle'; 'orchid']",turtle
13,17,56,"['ray'; 'forest'; 'chimpanzee'; 'snail']",chimpanzee
14,71,55,"['plain'; 'table'; 'rose'; 'can']",rose
15,39,79,"['boy'; 'willow_tree'; 'dolphin'; 'aquarium_fish']",boy
16,8,72,"['sweet_pepper'; 'telephone'; 'sunflower'; 'bee']",telephone
17,97,67,"['rocket'; 'poppy'; 'tank'; 'crocodile']",tank
18,80,91,"['dolphin'; 'skyscraper'; 'bicycle'; 'telephone']",skyscraper
19,71,29,"['bicycle'; 'seal'; 'trout'; 'crocodile']",seal
20,74,7,"['rocket'; 'cup'; 'orange'; 'pear']",orange
21,59,84,"['table'; 'trout'; 'turtle'; 'sea']",trout
22,70,18,"['woman'; 'house'; 'dinosaur'; 'bowl']",house
23,87,36,"['bee'; 'willow_tree'; 'boy'; 'butterfly']",boy
24,59,11,"['bus'; 'motorcycle'; 'boy'; 'lion']",boy
25,84,95,"['lamp'; 'raccoon'; 'seal'; 'forest']",raccoon
26,64,99,"['bottle'; 'willow_tree'; 'aquarium_fish'; 'lamp']",aquarium_fish
27,52,5,"['sea'; 'possum'; 'snail'; 'bear']",possum
28,42,22,"['bottle'; 'tractor'; 'television'; 'sunflower']",tractor
29,64,4,"['bear'; 'boy'; 'dinosaur'; 'crocodile']",boy
30,8,93,"['bed'; 'shrew'; 'spider'; 'skyscraper']",skyscraper
31,17,56,"['ray'; 'chimpanzee'; 'snail'; 'forest']",chimpanzee
32,47,5,"['possum'; 'bear'; 'sea'; 'snail']",sea
33,65,96,"['tank'; 'lamp'; 'trout'; 'crab']",trout
34,21,77,"['palm_tree'; 'rose'; 'elephant'; 'bottle']",rose
35,22,17,"['bed'; 'table'; 'bicycle'; 'dinosaur']",dinosaur
36,81,25,"['streetcar'; 'motorcycle'; 'tiger'; 'fox']",tiger
37,11,16,"['man'; 'cockroach'; 'train'; 'shark']",cockroach
38,24,68,"['plain'; 'shark'; 'tulip'; 'can']",tulip
39,84,38,"['mountain'; 'skyscraper'; 'bicycle'; 'orchid']",bicycle
40,78,48,"['couch'; 'cattle'; 'maple_tree'; 'wolf']",cattle
41,45,81,"['crocodile'; 'mushroom'; 'beetle'; 'chimpanzee']",chimpanzee
42,49,51,"['baby'; 'keyboard'; 'butterfly'; 'man']",keyboard
43,97,77,"['bottle'; 'rose'; 'elephant'; 'palm_tree']",rose
44,56,84,"['sea'; 'trout'; 'turtle'; 'table']",table
45,76,69,"['oak_tree'; 'cockroach'; 'plain'; 'elephant']",cockroach
46,11,48,"['couch'; 'maple_tree'; 'wolf'; 'cattle']",wolf
47,90,85,"['house'; 'cattle'; 'cockroach'; 'poppy']",cockroach
48,89,48,"['maple_tree'; 'wolf'; 'couch'; 'cattle']",wolf
49,78,91,"['dolphin'; 'skyscraper'; 'bicycle'; 'telephone']",skyscraper
50,73,66,"['girl'; 'dolphin'; 'rabbit'; 'bottle']",rabbit
51,14,34,"['orchid'; 'shrew'; 'mushroom'; 'man']",shrew
52,87,25,"['streetcar'; 'motorcycle'; 'tiger'; 'fox']",tiger
53,9,30,"['porcupine'; 'lamp'; 'crocodile'; 'sweet_pepper']",lamp
54,71,29,"['bicycle'; 'trout'; 'crocodile'; 'seal']",trout
55,6,80,"['chimpanzee'; 'poppy'; 'oak_tree'; 'plate']",poppy
56,47,11,"['motorcycle'; 'lion'; 'bus'; 'boy']",lion
57,20,57,"['willow_tree'; 'crocodile'; 'rocket'; 'orchid']",crocodile
58,98,46,"['bus'; 'possum'; 'clock'; 'squirrel']",clock
59,47,5,"['possum'; 'sea'; 'snail'; 'bear']",sea
60,36,96,"['crab'; 'tank'; 'trout'; 'lamp']",lamp
61,55,92,"['elephant'; 'camel'; 'seal'; 'mushroom']",mushroom
62,72,99,"['willow_tree'; 'aquarium_fish'; 'bottle'; 'lamp']",bottle
63,43,92,"['camel'; 'elephant'; 'seal'; 'mushroom']",mushroom
64,51,95,"['seal'; 'forest'; 'lamp'; 'raccoon']",lamp
65,35,46,"['squirrel'; 'clock'; 'bus'; 'possum']",bus
66,83,6,"['sweet_pepper'; 'trout'; 'tractor'; 'couch']",tractor
67,33,72,"['sweet_pepper'; 'sunflower'; 'bee'; 'telephone']",bee
68,27,0,"['wardrobe'; 'butterfly'; 'streetcar'; 'bear']",butterfly
