index,true_label,candidate_labels,complementary_label
0,6,"['bird', 'dog', 'truck', 'cat']",truck
1,9,"['automobile', 'horse', 'ship', 'bird']",horse
2,9,"['bird', 'automobile', 'horse', 'ship']",bird
3,4,"['horse', 'truck', 'dog', 'bird']",truck
4,1,"['ship', 'deer', 'horse', 'truck']",deer
5,1,"['truck', 'horse', 'ship', 'deer']",horse
6,2,"['horse', 'dog', 'frog', 'deer']",dog
7,7,"['bird', 'truck', 'dog', 'deer']",truck
8,8,"['deer', 'truck', 'bird', 'automobile']",deer
9,3,"['bird', 'truck', 'horse', 'dog']",truck
10,4,"['truck', 'dog', 'horse', 'bird']",bird
11,7,"['deer', 'bird', 'dog', 'truck']",truck
12,7,"['truck', 'dog', 'deer', 'bird']",truck
13,2,"['horse', 'deer', 'dog', 'frog']",horse
14,9,"['ship', 'automobile', 'bird', 'horse']",bird
15,9,"['ship', 'bird', 'automobile', 'horse']",bird
16,9,"['bird', 'automobile', 'horse', 'ship']",bird
17,3,"['bird', 'truck', 'horse', 'dog']",truck
18,2,"['frog', 'dog', 'horse', 'deer']",dog
19,6,"['bird', 'dog', 'cat', 'truck']",truck
20,4,"['truck', 'horse', 'bird', 'dog']",truck
21,3,"['horse', 'truck', 'dog', 'bird']",truck
22,6,"['cat', 'truck', 'dog', 'bird']",truck
23,6,"['bird', 'dog', 'cat', 'truck']",truck
24,2,"['frog', 'deer', 'horse', 'dog']",deer
25,6,"['cat', 'truck', 'bird', 'dog']",truck
26,3,"['horse', 'dog', 'bird', 'truck']",truck
27,5,"['deer', 'truck', 'horse', 'bird']",truck
28,4,"['truck', 'dog', 'horse', 'bird']",truck
29,0,"['automobile', 'bird', 'truck', 'ship']",bird
30,0,"['ship', 'truck', 'bird', 'automobile']",bird
31,9,"['ship', 'horse', 'bird', 'automobile']",horse
32,1,"['horse', 'ship', 'deer', 'truck']",horse
33,3,"['truck', 'horse', 'dog', 'bird']",bird
34,4,"['truck', 'dog', 'horse', 'bird']",dog
35,0,"['bird', 'automobile', 'ship', 'truck']",truck
36,3,"['horse', 'bird', 'truck', 'dog']",truck
37,7,"['dog', 'truck', 'bird', 'deer']",truck
38,3,"['dog', 'horse', 'truck', 'bird']",truck
39,3,"['horse', 'dog', 'truck', 'bird']",truck
40,5,"['horse', 'deer', 'truck', 'bird']",truck
41,2,"['dog', 'deer', 'frog', 'horse']",deer
42,2,"['horse', 'deer', 'dog', 'frog']",dog
43,7,"['truck', 'deer', 'bird', 'dog']",deer
44,1,"['ship', 'truck', 'horse', 'deer']",horse
45,1,"['truck', 'horse', 'ship', 'deer']",horse
46,1,"['truck', 'ship', 'deer', 'horse']",deer
47,2,"['deer', 'horse', 'dog', 'frog']",deer
48,2,"['horse', 'frog', 'dog', 'deer']",dog
49,0,"['bird', 'ship', 'truck', 'automobile']",ship
50,9,"['bird', 'automobile', 'ship', 'horse']",bird
51,5,"['truck', 'horse', 'deer', 'bird']",horse
52,7,"['dog', 'bird', 'deer', 'truck']",truck
53,9,"['bird', 'ship', 'automobile', 'horse']",ship
54,2,"['dog', 'deer', 'frog', 'horse']",deer
55,2,"['dog', 'frog', 'horse', 'deer']",horse
56,5,"['bird', 'horse', 'deer', 'truck']",truck
57,2,"['horse', 'frog', 'deer', 'dog']",horse
58,4,"['horse', 'bird', 'truck', 'dog']",truck
59,3,"['horse', 'dog', 'bird', 'truck']",truck
60,1,"['ship', 'truck', 'deer', 'horse']",deer
61,1,"['horse', 'ship', 'truck', 'deer']",ship
62,8,"['deer', 'automobile', 'bird', 'truck']",truck
63,2,"['horse', 'deer', 'dog', 'frog']",dog
64,1,"['deer', 'horse', 'ship', 'truck']",ship
65,1,"['ship', 'truck', 'deer', 'horse']",deer
66,4,"['dog', 'horse', 'truck', 'bird']",truck
67,9,"['ship', 'horse', 'automobile', 'bird']",horse
68,7,"['bird', 'deer', 'dog', 'truck']",truck
69,8,"['truck', 'deer', 'bird', 'automobile']",deer
70,5,"['bird', 'deer', 'horse', 'truck']",truck
71,9,"['automobile', 'ship', 'bird', 'horse']",bird
72,6,"['cat', 'dog', 'bird', 'truck']",truck
73,7,"['deer', 'bird', 'truck', 'dog']",truck
74,3,"['truck', 'dog', 'bird', 'horse']",truck
75,1,"['horse', 'ship', 'deer', 'truck']",ship
76,9,"['automobile', 'ship', 'bird', 'horse']",bird
77,0,"['automobile', 'truck', 'ship', 'bird']",ship
78,3,"['bird', 'horse', 'dog', 'truck']",truck
79,1,"['horse', 'deer', 'truck', 'ship']",horse
80,3,"['dog', 'bird', 'horse', 'truck']",truck
81,5,"['bird', 'deer', 'horse', 'truck']",truck
82,4,"['horse', 'truck', 'bird', 'dog']",truck
83,5,"['bird', 'horse', 'deer', 'truck']",truck
84,7,"['truck', 'deer', 'bird', 'dog']",truck
85,7,"['deer', 'bird', 'truck', 'dog']",truck
86,4,"['dog', 'bird', 'truck', 'horse']",truck
87,7,"['deer', 'truck', 'dog', 'bird']",truck
88,9,"['horse', 'bird', 'ship', 'automobile']",horse
89,4,"['truck', 'dog', 'bird', 'horse']",truck
90,2,"['deer', 'horse', 'dog', 'frog']",deer
91,3,"['bird', 'dog', 'truck', 'horse']",truck
92,8,"['deer', 'truck', 'automobile', 'bird']",truck
93,0,"['automobile', 'ship', 'bird', 'truck']",bird
94,1,"['truck', 'ship', 'horse', 'deer']",horse
95,6,"['dog', 'truck', 'cat', 'bird']",truck
96,1,"['deer', 'ship', 'horse', 'truck']",ship
97,1,"['ship', 'horse', 'truck', 'deer']",horse
98,4,"['horse', 'truck', 'bird', 'dog']",truck
99,1,"['truck', 'deer', 'horse', 'ship']",deer
100,8,"['bird', 'truck', 'deer', 'automobile']",bird
101,3,"['dog', 'horse', 'truck', 'bird']",truck
102,9,"['automobile', 'ship', 'horse', 'bird']",ship
103,6,"['dog', 'bird', 'truck', 'cat']",truck
104,6,"['bird', 'dog', 'truck', 'cat']",truck
105,1,"['horse', 'truck', 'ship', 'deer']",ship
106,8,"['bird', 'automobile', 'deer', 'truck']",truck
107,5,"['truck', 'bird', 'deer', 'horse']",bird
108,2,"['deer', 'frog', 'horse', 'dog']",deer
109,9,"['automobile', 'bird', 'horse', 'ship']",bird
110,9,"['automobile', 'horse', 'ship', 'bird']",horse
111,8,"['deer', 'truck', 'bird', 'automobile']",deer
112,1,"['deer', 'horse', 'ship', 'truck']",ship
113,7,"['bird', 'dog', 'truck', 'deer']",truck
114,7,"['bird', 'truck', 'deer', 'dog']",truck
115,0,"['automobile', 'bird', 'truck', 'ship']",ship
116,0,"['truck', 'ship', 'bird', 'automobile']",bird
117,6,"['dog', 'truck', 'cat', 'bird']",truck
118,9,"['automobile', 'ship', 'horse', 'bird']",ship
119,1,"['horse', 'truck', 'deer', 'ship']",ship
120,2,"['deer', 'horse', 'frog', 'dog']",deer
121,2,"['frog', 'deer', 'dog', 'horse']",frog
122,9,"['bird', 'horse', 'ship', 'automobile']",bird
123,2,"['frog', 'horse', 'dog', 'deer']",horse
124,6,"['dog', 'truck', 'cat', 'bird']",truck
125,6,"['cat', 'truck', 'dog', 'bird']",truck
126,1,"['truck', 'ship', 'horse', 'deer']",ship
127,9,"['ship', 'bird', 'automobile', 'horse']",bird
