index,true_label,cluster_id,candidate_labels,complementary_label
0,19,42,"['sunflower'; 'willow_tree'; 'fox'; 'woman']",fox
1,29,183,"['woman'; 'tractor'; 'baby'; 'shrew']",tractor
2,0,177,"['fox'; 'leopard'; 'lamp'; 'rocket']",lamp
3,11,132,"['bicycle'; 'girl'; 'woman'; 'lizard']",lizard
4,1,163,"['elephant'; 'caterpillar'; 'tiger'; 'sweet_pepper']",elephant
5,86,148,"['whale'; 'motorcycle'; 'tank'; 'telephone']",whale
6,90,95,"['lamp'; 'seal'; 'forest'; 'raccoon']",seal
7,28,6,"['tractor'; 'sweet_pepper'; 'couch'; 'trout']",couch
8,23,121,"['television'; 'crab'; 'bed'; 'lobster']",bed
9,31,183,"['baby'; 'woman'; 'shrew'; 'tractor']",tractor
10,39,64,"['train'; 'bottle'; 'beetle'; 'squirrel']",beetle
11,96,15,"['spider'; 'rose'; 'squirrel'; 'house']",squirrel
12,82,13,"['turtle'; 'pickup_truck'; 'forest'; 'bed']",pickup_truck
13,17,190,"['tulip'; 'telephone'; 'tank'; 'mushroom']",tulip
14,71,121,"['television'; 'lobster'; 'crab'; 'bed']",lobster
15,39,51,"['baby'; 'butterfly'; 'man'; 'keyboard']",butterfly
16,8,167,"['pickup_truck'; 'elephant'; 'sea'; 'camel']",elephant
17,97,189,"['lion'; 'bear'; 'mountain'; 'poppy']",mountain
18,80,69,"['cockroach'; 'oak_tree'; 'elephant'; 'plain']",elephant
19,71,138,"['shark'; 'butterfly'; 'rabbit'; 'mountain']",mountain
20,74,185,"['lobster'; 'apple'; 'kangaroo'; 'willow_tree']",apple
21,59,194,"['orchid'; 'castle'; 'pine_tree'; 'sunflower']",castle
22,70,10,"['cattle'; 'girl'; 'wolf'; 'crocodile']",girl
23,87,179,"['tiger'; 'mountain'; 'cattle'; 'train']",mountain
24,59,100,"['bridge'; 'seal'; 'pickup_truck'; 'spider']",seal
25,84,78,"['bee'; 'bridge'; 'rocket'; 'sweet_pepper']",rocket
26,64,144,"['camel'; 'tulip'; 'kangaroo'; 'table']",tulip
27,52,47,"['snail'; 'possum'; 'streetcar'; 'kangaroo']",kangaroo
28,42,8,"['girl'; 'apple'; 'wolf'; 'skunk']",apple
29,64,26,"['television'; 'lawn_mower'; 'sea'; 'cup']",lawn_mower
30,8,199,"['baby'; 'rocket'; 'whale'; 'bee']",whale
31,17,85,"['cattle'; 'cockroach'; 'poppy'; 'house']",cockroach
32,47,3,"['beaver'; 'boy'; 'skunk'; 'orchid']",beaver
33,65,162,"['porcupine'; 'mountain'; 'tractor'; 'mushroom']",tractor
34,21,82,"['mountain'; 'forest'; 'apple'; 'motorcycle']",apple
35,22,195,"['forest'; 'cloud'; 'bee'; 'motorcycle']",bee
36,81,129,"['cup'; 'pickup_truck'; 'couch'; 'lizard']",couch
37,11,44,"['apple'; 'pickup_truck'; 'tulip'; 'chair']",tulip
38,24,36,"['willow_tree'; 'butterfly'; 'bee'; 'boy']",boy
39,84,174,"['worm'; 'raccoon'; 'poppy'; 'woman']",worm
40,78,53,"['turtle'; 'bicycle'; 'bowl'; 'poppy']",poppy
41,45,105,"['aquarium_fish'; 'snake'; 'ray'; 'sweet_pepper']",snake
42,49,60,"['palm_tree'; 'raccoon'; 'maple_tree'; 'pear']",raccoon
43,97,71,"['turtle'; 'orchid'; 'oak_tree'; 'pine_tree']",orchid
44,56,174,"['raccoon'; 'worm'; 'poppy'; 'woman']",worm
45,76,99,"['aquarium_fish'; 'lamp'; 'willow_tree'; 'bottle']",aquarium_fish
46,11,85,"['cattle'; 'poppy'; 'house'; 'cockroach']",poppy
47,90,15,"['house'; 'spider'; 'rose'; 'squirrel']",spider
48,89,85,"['poppy'; 'house'; 'cockroach'; 'cattle']",cockroach
49,78,163,"['caterpillar'; 'sweet_pepper'; 'tiger'; 'elephant']",elephant
50,73,116,"['train'; 'rose'; 'sea'; 'orchid']",rose
51,14,178,"['castle'; 'bowl'; 'dinosaur'; 'cattle']",castle
52,87,190,"['telephone'; 'tulip'; 'mushroom'; 'tank']",tulip
53,9,156,"['streetcar'; 'spider'; 'leopard'; 'boy']",spider
54,71,16,"['man'; 'shark'; 'train'; 'cockroach']",train
55,6,6,"['couch'; 'trout'; 'sweet_pepper'; 'tractor']",tractor
56,47,66,"['bottle'; 'girl'; 'dolphin'; 'rabbit']",girl
57,20,51,"['butterfly'; 'keyboard'; 'baby'; 'man']",keyboard
58,98,169,"['willow_tree'; 'sea'; 'lamp'; 'skyscraper']",lamp
59,47,107,"['forest'; 'bus'; 'castle'; 'butterfly']",castle
60,36,106,"['tank'; 'table'; 'rose'; 'kangaroo']",rose
61,55,92,"['elephant'; 'camel'; 'seal'; 'mushroom']",mushroom
62,72,33,"['whale'; 'sea'; 'forest'; 'road']",forest
63,43,159,"['elephant'; 'snake'; 'bed'; 'plain']",bed
64,51,118,"['beaver'; 'rocket'; 'cattle'; 'maple_tree']",beaver
65,35,186,"['orange'; 'mountain'; 'whale'; 'road']",whale
66,83,55,"['plain'; 'table'; 'can'; 'rose']",rose
67,33,83,"['hamster'; 'pickup_truck'; 'orchid'; 'tractor']",hamster
68,27,13,"['forest'; 'pickup_truck'; 'bed'; 'turtle']",pickup_truck
69,53,40,"['aquarium_fish'; 'flatfish'; 'rose'; 'television']",aquarium_fish
70,92,45,"['wolf'; 'possum'; 'forest'; 'tulip']",wolf
71,50,37,"['cattle'; 'chair'; 'squirrel'; 'television']",chair
72,15,12,"['lizard'; 'bridge'; 'snail'; 'lobster']",lizard
73,89,136,"['skyscraper'; 'otter'; 'lizard'; 'bus']",otter
74,36,59,"['sweet_pepper'; 'keyboard'; 'tank'; 'mushroom']",keyboard
75,18,188,"['cup'; 'poppy'; 'otter'; 'fox']",otter
76,89,178,"['dinosaur'; 'bowl'; 'castle'; 'cattle']",bowl
77,46,100,"['seal'; 'spider'; 'bridge'; 'pickup_truck']",spider
78,33,83,"['orchid'; 'pickup_truck'; 'tractor'; 'hamster']",orchid
79,42,137,"['otter'; 'turtle'; 'snail'; 'lamp']",lamp
80,39,157,"['dolphin'; 'keyboard'; 'telephone'; 'willow_tree']",keyboard
81,64,113,"['girl'; 'apple'; 'bed'; 'orchid']",apple
82,75,2,"['wardrobe'; 'telephone'; 'rocket'; 'bus']",wardrobe
83,38,42,"['fox'; 'sunflower'; 'willow_tree'; 'woman']",sunflower
84,23,171,"['pear'; 'chair'; 'rose'; 'orchid']",chair
85,42,129,"['cup'; 'couch'; 'lizard'; 'pickup_truck']",couch
86,66,143,"['tank'; 'leopard'; 'spider'; 'lamp']",spider
87,77,175,"['squirrel'; 'dolphin'; 'girl'; 'palm_tree']",girl
88,49,111,"['poppy'; 'streetcar'; 'forest'; 'possum']",poppy
89,18,90,"['bicycle'; 'bowl'; 'rabbit'; 'cloud']",bowl
90,46,57,"['orchid'; 'crocodile'; 'willow_tree'; 'rocket']",crocodile
91,15,187,"['cup'; 'snail'; 'wardrobe'; 'rocket']",wardrobe
