index,true_label,cluster_id,candidate_labels,complementary_label
0,19,54,"['can'; 'road'; 'woman'; 'wolf']",wolf
1,29,22,"['tractor'; 'sunflower'; 'bottle'; 'television']",tractor
2,0,18,"['bowl'; 'woman'; 'house'; 'dinosaur']",woman
3,11,46,"['possum'; 'squirrel'; 'clock'; 'bus']",clock
4,1,25,"['tiger'; 'fox'; 'motorcycle'; 'streetcar']",motorcycle
5,86,19,"['girl'; 'bridge'; 'motorcycle'; 'pickup_truck']",bridge
6,90,76,"['girl'; 'cloud'; 'orchid'; 'pine_tree']",orchid
7,28,44,"['apple'; 'chair'; 'tulip'; 'pickup_truck']",chair
8,23,55,"['plain'; 'can'; 'table'; 'rose']",rose
9,31,22,"['television'; 'bottle'; 'sunflower'; 'tractor']",bottle
10,39,61,"['elephant'; 'camel'; 'cup'; 'bicycle']",cup
11,96,11,"['bus'; 'motorcycle'; 'boy'; 'lion']",lion
12,82,71,"['orchid'; 'pine_tree'; 'turtle'; 'oak_tree']",turtle
13,17,56,"['forest'; 'chimpanzee'; 'ray'; 'snail']",chimpanzee
14,71,55,"['plain'; 'can'; 'rose'; 'table']",rose
15,39,36,"['boy'; 'butterfly'; 'willow_tree'; 'bee']",butterfly
16,8,72,"['sunflower'; 'sweet_pepper'; 'bee'; 'telephone']",sunflower
17,97,3,"['skunk'; 'beaver'; 'orchid'; 'boy']",boy
18,80,8,"['girl'; 'wolf'; 'apple'; 'skunk']",apple
19,71,29,"['bicycle'; 'seal'; 'crocodile'; 'trout']",seal
20,74,7,"['orange'; 'pear'; 'cup'; 'rocket']",cup
21,59,28,"['mushroom'; 'fox'; 'lamp'; 'beaver']",lamp
22,70,7,"['cup'; 'orange'; 'pear'; 'rocket']",pear
23,87,36,"['willow_tree'; 'butterfly'; 'bee'; 'boy']",butterfly
24,59,11,"['boy'; 'bus'; 'lion'; 'motorcycle']",lion
25,84,39,"['skyscraper'; 'ray'; 'pine_tree'; 'motorcycle']",pine_tree
26,64,1,"['elephant'; 'castle'; 'girl'; 'cup']",castle
27,52,5,"['sea'; 'bear'; 'snail'; 'possum']",bear
28,42,22,"['tractor'; 'sunflower'; 'bottle'; 'television']",tractor
29,64,4,"['bear'; 'boy'; 'dinosaur'; 'crocodile']",boy
30,8,30,"['porcupine'; 'lamp'; 'sweet_pepper'; 'crocodile']",lamp
31,17,56,"['forest'; 'snail'; 'ray'; 'chimpanzee']",snail
32,47,5,"['bear'; 'sea'; 'possum'; 'snail']",bear
33,65,16,"['train'; 'shark'; 'cockroach'; 'man']",cockroach
34,21,2,"['bus'; 'rocket'; 'wardrobe'; 'telephone']",wardrobe
35,22,60,"['palm_tree'; 'maple_tree'; 'raccoon'; 'pear']",raccoon
36,81,36,"['willow_tree'; 'bee'; 'boy'; 'butterfly']",boy
37,11,16,"['cockroach'; 'man'; 'shark'; 'train']",shark
38,24,68,"['tulip'; 'can'; 'shark'; 'plain']",tulip
39,84,38,"['skyscraper'; 'mountain'; 'orchid'; 'bicycle']",bicycle
40,78,34,"['shrew'; 'mushroom'; 'man'; 'orchid']",man
41,45,64,"['beetle'; 'train'; 'squirrel'; 'bottle']",train
42,49,51,"['butterfly'; 'keyboard'; 'man'; 'baby']",keyboard
43,97,77,"['palm_tree'; 'elephant'; 'bottle'; 'rose']",bottle
44,56,28,"['lamp'; 'beaver'; 'mushroom'; 'fox']",beaver
45,76,69,"['elephant'; 'oak_tree'; 'plain'; 'cockroach']",cockroach
46,11,25,"['streetcar'; 'fox'; 'motorcycle'; 'tiger']",fox
47,90,12,"['bridge'; 'lizard'; 'lobster'; 'snail']",lizard
48,89,25,"['fox'; 'tiger'; 'streetcar'; 'motorcycle']",tiger
49,78,7,"['orange'; 'cup'; 'pear'; 'rocket']",cup
50,73,66,"['bottle'; 'girl'; 'rabbit'; 'dolphin']",girl
51,14,34,"['shrew'; 'man'; 'orchid'; 'mushroom']",man
52,87,36,"['boy'; 'bee'; 'butterfly'; 'willow_tree']",bee
