index,true_label,cluster_id,candidate_labels,complementary_label
0,19,42,"['woman'; 'willow_tree'; 'fox'; 'sunflower']",fox
1,29,131,"['table'; 'cockroach'; 'mushroom'; 'leopard']",leopard
2,0,75,"['road'; 'castle'; 'pear'; 'cockroach']",castle
3,11,132,"['girl'; 'bicycle'; 'woman'; 'lizard']",bicycle
4,1,21,"['tank'; 'fox'; 'lobster'; 'crab']",fox
5,86,148,"['tank'; 'whale'; 'telephone'; 'motorcycle']",whale
6,90,95,"['forest'; 'seal'; 'raccoon'; 'lamp']",seal
7,28,112,"['flatfish'; 'boy'; 'bee'; 'streetcar']",boy
8,23,121,"['lobster'; 'television'; 'crab'; 'bed']",television
9,31,131,"['table'; 'cockroach'; 'leopard'; 'mushroom']",cockroach
10,39,64,"['beetle'; 'bottle'; 'train'; 'squirrel']",bottle
11,96,15,"['spider'; 'house'; 'rose'; 'squirrel']",squirrel
12,82,0,"['bear'; 'streetcar'; 'butterfly'; 'wardrobe']",streetcar
13,17,12,"['snail'; 'bridge'; 'lizard'; 'lobster']",lizard
14,71,121,"['bed'; 'lobster'; 'television'; 'crab']",television
15,39,51,"['baby'; 'keyboard'; 'butterfly'; 'man']",butterfly
16,8,71,"['orchid'; 'turtle'; 'oak_tree'; 'pine_tree']",turtle
17,97,63,"['skunk'; 'dinosaur'; 'apple'; 'cup']",apple
18,80,69,"['oak_tree'; 'elephant'; 'cockroach'; 'plain']",cockroach
19,71,138,"['rabbit'; 'mountain'; 'butterfly'; 'shark']",mountain
20,74,10,"['crocodile'; 'girl'; 'wolf'; 'cattle']",girl
21,59,144,"['kangaroo'; 'tulip'; 'camel'; 'table']",tulip
22,70,30,"['sweet_pepper'; 'crocodile'; 'porcupine'; 'lamp']",crocodile
23,87,9,"['lion'; 'tractor'; 'chair'; 'orchid']",tractor
24,59,100,"['seal'; 'pickup_truck'; 'spider'; 'bridge']",spider
25,84,11,"['motorcycle'; 'boy'; 'bus'; 'lion']",boy
26,64,98,"['tank'; 'kangaroo'; 'pickup_truck'; 'sunflower']",pickup_truck
27,52,47,"['possum'; 'streetcar'; 'snail'; 'kangaroo']",kangaroo
28,42,98,"['pickup_truck'; 'kangaroo'; 'sunflower'; 'tank']",sunflower
29,64,26,"['sea'; 'television'; 'cup'; 'lawn_mower']",television
30,8,52,"['dolphin'; 'bowl'; 'beetle'; 'seal']",bowl
31,17,85,"['poppy'; 'house'; 'cattle'; 'cockroach']",cockroach
32,47,47,"['kangaroo'; 'streetcar'; 'snail'; 'possum']",streetcar
33,65,5,"['sea'; 'bear'; 'snail'; 'possum']",sea
34,21,100,"['bridge'; 'spider'; 'seal'; 'pickup_truck']",spider
