index,true_label,cluster_id,candidate_labels,complementary_label
0,19,42,"['willow_tree'; 'fox'; 'sunflower'; 'woman']",fox
1,29,183,"['shrew'; 'baby'; 'tractor'; 'woman']",tractor
2,0,160,"['bottle'; 'orange'; 'pickup_truck'; 'woman']",pickup_truck
3,11,257,"['bowl'; 'camel'; 'elephant'; 'kangaroo']",camel
4,1,58,"['trout'; 'tiger'; 'turtle'; 'couch']",couch
5,86,148,"['telephone'; 'tank'; 'motorcycle'; 'whale']",tank
6,90,95,"['forest'; 'raccoon'; 'lamp'; 'seal']",lamp
7,28,112,"['streetcar'; 'flatfish'; 'bee'; 'boy']",streetcar
8,23,121,"['crab'; 'lobster'; 'bed'; 'television']",bed
9,31,201,"['worm'; 'willow_tree'; 'sweet_pepper'; 'bed']",willow_tree
10,39,64,"['train'; 'beetle'; 'squirrel'; 'bottle']",beetle
11,96,15,"['spider'; 'rose'; 'house'; 'squirrel']",house
12,82,13,"['bed'; 'turtle'; 'pickup_truck'; 'forest']",turtle
13,17,102,"['forest'; 'bicycle'; 'lizard'; 'can']",lizard
14,71,121,"['lobster'; 'bed'; 'television'; 'crab']",television
15,39,51,"['butterfly'; 'man'; 'baby'; 'keyboard']",butterfly
16,8,170,"['possum'; 'palm_tree'; 'tulip'; 'snake']",tulip
17,97,63,"['apple'; 'skunk'; 'cup'; 'dinosaur']",cup
18,80,48,"['wolf'; 'couch'; 'maple_tree'; 'cattle']",couch
19,71,153,"['rabbit'; 'telephone'; 'palm_tree'; 'crocodile']",palm_tree
20,74,240,"['dinosaur'; 'keyboard'; 'flatfish'; 'camel']",keyboard
21,59,194,"['pine_tree'; 'sunflower'; 'castle'; 'orchid']",castle
22,70,10,"['wolf'; 'crocodile'; 'girl'; 'cattle']",girl
23,87,156,"['streetcar'; 'spider'; 'boy'; 'leopard']",spider
24,59,100,"['bridge'; 'pickup_truck'; 'seal'; 'spider']",seal
25,84,73,"['turtle'; 'mushroom'; 'beetle'; 'bridge']",mushroom
26,64,244,"['skunk'; 'tulip'; 'girl'; 'plate']",tulip
27,52,47,"['kangaroo'; 'possum'; 'snail'; 'streetcar']",kangaroo
28,42,227,"['crocodile'; 'poppy'; 'lawn_mower'; 'cloud']",poppy
29,64,211,"['couch'; 'tiger'; 'bottle'; 'skunk']",bottle
30,8,199,"['whale'; 'rocket'; 'baby'; 'bee']",baby
31,17,251,"['bus'; 'aquarium_fish'; 'poppy'; 'shark']",aquarium_fish
32,47,3,"['boy'; 'skunk'; 'orchid'; 'beaver']",skunk
33,65,162,"['mountain'; 'mushroom'; 'porcupine'; 'tractor']",tractor
34,21,220,"['raccoon'; 'turtle'; 'fox'; 'sweet_pepper']",sweet_pepper
35,22,195,"['bee'; 'motorcycle'; 'cloud'; 'forest']",motorcycle
36,81,129,"['couch'; 'pickup_truck'; 'lizard'; 'cup']",lizard
37,11,257,"['elephant'; 'kangaroo'; 'camel'; 'bowl']",bowl
38,24,36,"['boy'; 'willow_tree'; 'butterfly'; 'bee']",willow_tree
39,84,71,"['oak_tree'; 'pine_tree'; 'orchid'; 'turtle']",turtle
40,78,53,"['poppy'; 'turtle'; 'bicycle'; 'bowl']",bicycle
41,45,8,"['girl'; 'wolf'; 'apple'; 'skunk']",apple
42,49,16,"['man'; 'shark'; 'train'; 'cockroach']",shark
43,97,100,"['pickup_truck'; 'bridge'; 'spider'; 'seal']",spider
44,56,207,"['whale'; 'butterfly'; 'trout'; 'snail']",whale
45,76,202,"['couch'; 'elephant'; 'baby'; 'bear']",baby
46,11,85,"['cockroach'; 'cattle'; 'poppy'; 'house']",cockroach
47,90,102,"['can'; 'forest'; 'bicycle'; 'lizard']",bicycle
