index,true_label,cluster_id,candidate_labels,complementary_label
0,19,42,"['fox'; 'willow_tree'; 'sunflower'; 'woman']",fox
1,29,201,"['bed'; 'sweet_pepper'; 'worm'; 'willow_tree']",worm
2,0,187,"['rocket'; 'snail'; 'cup'; 'wardrobe']",cup
3,11,282,"['shark'; 'wolf'; 'baby'; 'skunk']",skunk
4,1,296,"['man'; 'spider'; 'willow_tree'; 'raccoon']",raccoon
5,86,371,"['maple_tree'; 'streetcar'; 'bus'; 'telephone']",bus
6,90,95,"['raccoon'; 'forest'; 'lamp'; 'seal']",lamp
7,28,372,"['spider'; 'dinosaur'; 'plain'; 'bear']",spider
8,23,121,"['television'; 'crab'; 'lobster'; 'bed']",crab
9,31,201,"['sweet_pepper'; 'worm'; 'willow_tree'; 'bed']",worm
10,39,64,"['bottle'; 'beetle'; 'train'; 'squirrel']",beetle
11,96,15,"['squirrel'; 'rose'; 'spider'; 'house']",house
12,82,268,"['plain'; 'beaver'; 'house'; 'dinosaur']",beaver
13,17,102,"['can'; 'forest'; 'bicycle'; 'lizard']",bicycle
14,71,121,"['bed'; 'television'; 'lobster'; 'crab']",lobster
15,39,366,"['cup'; 'telephone'; 'tulip'; 'mouse']",tulip
16,8,359,"['can'; 'turtle'; 'shrew'; 'man']",turtle
17,97,189,"['bear'; 'lion'; 'mountain'; 'poppy']",poppy
18,80,48,"['maple_tree'; 'cattle'; 'wolf'; 'couch']",couch
19,71,153,"['rabbit'; 'palm_tree'; 'crocodile'; 'telephone']",palm_tree
20,74,328,"['trout'; 'squirrel'; 'wolf'; 'lamp']",lamp
21,59,194,"['sunflower'; 'orchid'; 'castle'; 'pine_tree']",castle
22,70,10,"['crocodile'; 'girl'; 'cattle'; 'wolf']",girl
23,87,179,"['train'; 'tiger'; 'cattle'; 'mountain']",tiger
24,59,102,"['forest'; 'lizard'; 'can'; 'bicycle']",lizard
25,84,78,"['sweet_pepper'; 'bee'; 'bridge'; 'rocket']",bridge
26,64,397,"['aquarium_fish'; 'lobster'; 'skunk'; 'dolphin']",skunk
27,52,47,"['kangaroo'; 'possum'; 'snail'; 'streetcar']",kangaroo
28,42,227,"['poppy'; 'lawn_mower'; 'crocodile'; 'cloud']",lawn_mower
29,64,211,"['couch'; 'tiger'; 'skunk'; 'bottle']",couch
30,8,329,"['rocket'; 'poppy'; 'spider'; 'beaver']",poppy
31,17,344,"['bottle'; 'lizard'; 'palm_tree'; 'chair']",lizard
32,47,47,"['kangaroo'; 'snail'; 'streetcar'; 'possum']",streetcar
33,65,5,"['snail'; 'bear'; 'sea'; 'possum']",sea
34,21,82,"['motorcycle'; 'mountain'; 'forest'; 'apple']",apple
35,22,195,"['cloud'; 'motorcycle'; 'bee'; 'forest']",motorcycle
36,81,142,"['bicycle'; 'man'; 'couch'; 'otter']",couch
