index,true_label,cluster_id,candidate_labels,complementary_label
0,6,7,"['frog'; 'truck'; 'bird'; 'dog']",truck
1,9,2,"['ship'; 'frog'; 'airplane'; 'automobile']",frog
2,9,2,"['airplane'; 'frog'; 'automobile'; 'ship']",frog
3,4,1,"['automobile'; 'cat'; 'dog'; 'bird']",cat
4,1,6,"['deer'; 'frog'; 'truck'; 'airplane']",frog
5,1,6,"['frog'; 'truck'; 'deer'; 'airplane']",frog
6,2,1,"['automobile'; 'dog'; 'bird'; 'cat']",automobile
7,7,5,"['ship'; 'cat'; 'horse'; 'frog']",cat
8,8,3,"['cat'; 'automobile'; 'ship'; 'airplane']",cat
9,3,4,"['cat'; 'dog'; 'airplane'; 'ship']",airplane
10,4,1,"['bird'; 'dog'; 'cat'; 'automobile']",automobile
11,7,5,"['cat'; 'horse'; 'frog'; 'ship']",frog
12,7,5,"['ship'; 'cat'; 'horse'; 'frog']",cat
13,2,4,"['dog'; 'airplane'; 'cat'; 'ship']",airplane
14,9,2,"['automobile'; 'ship'; 'airplane'; 'frog']",frog
15,9,2,"['automobile'; 'airplane'; 'ship'; 'frog']",frog
16,9,2,"['frog'; 'automobile'; 'airplane'; 'ship']",frog
17,3,4,"['dog'; 'airplane'; 'cat'; 'ship']",airplane
18,2,8,"['dog'; 'airplane'; 'bird'; 'cat']",dog
19,6,4,"['cat'; 'dog'; 'ship'; 'airplane']",ship
20,4,1,"['bird'; 'automobile'; 'cat'; 'dog']",automobile
21,3,4,"['dog'; 'cat'; 'airplane'; 'ship']",airplane
22,6,7,"['dog'; 'frog'; 'bird'; 'truck']",truck
23,6,7,"['truck'; 'dog'; 'bird'; 'frog']",bird
24,2,0,"['automobile'; 'deer'; 'airplane'; 'truck']",deer
25,6,4,"['ship'; 'dog'; 'airplane'; 'cat']",dog
26,3,4,"['dog'; 'ship'; 'airplane'; 'cat']",ship
27,5,4,"['ship'; 'cat'; 'dog'; 'airplane']",ship
28,4,1,"['bird'; 'dog'; 'cat'; 'automobile']",automobile
29,0,9,"['frog'; 'truck'; 'bird'; 'automobile']",frog
30,0,0,"['deer'; 'airplane'; 'truck'; 'automobile']",deer
31,9,2,"['frog'; 'airplane'; 'automobile'; 'ship']",frog
32,1,6,"['frog'; 'airplane'; 'deer'; 'truck']",airplane
33,3,4,"['cat'; 'airplane'; 'ship'; 'dog']",airplane
34,4,1,"['dog'; 'cat'; 'bird'; 'automobile']",automobile
35,0,3,"['automobile'; 'airplane'; 'cat'; 'ship']",cat
36,3,4,"['ship'; 'cat'; 'airplane'; 'dog']",airplane
37,7,5,"['frog'; 'horse'; 'ship'; 'cat']",ship
38,3,0,"['truck'; 'airplane'; 'deer'; 'automobile']",deer
39,3,0,"['automobile'; 'airplane'; 'truck'; 'deer']",deer
40,5,0,"['truck'; 'airplane'; 'automobile'; 'deer']",deer
41,2,9,"['truck'; 'automobile'; 'bird'; 'frog']",truck
42,2,1,"['dog'; 'automobile'; 'cat'; 'bird']",automobile
43,7,5,"['horse'; 'cat'; 'frog'; 'ship']",cat
44,1,6,"['deer'; 'airplane'; 'truck'; 'frog']",airplane
45,1,6,"['truck'; 'deer'; 'frog'; 'airplane']",deer
46,1,6,"['deer'; 'frog'; 'airplane'; 'truck']",frog
47,2,8,"['airplane'; 'cat'; 'dog'; 'bird']",cat
48,2,1,"['automobile'; 'bird'; 'cat'; 'dog']",automobile
49,0,4,"['airplane'; 'ship'; 'dog'; 'cat']",dog
50,9,2,"['automobile'; 'frog'; 'airplane'; 'ship']",frog
51,5,4,"['ship'; 'cat'; 'dog'; 'airplane']",cat
52,7,5,"['frog'; 'ship'; 'horse'; 'cat']",ship
53,9,2,"['automobile'; 'ship'; 'frog'; 'airplane']",frog
54,2,8,"['airplane'; 'dog'; 'bird'; 'cat']",dog
55,2,4,"['cat'; 'airplane'; 'ship'; 'dog']",airplane
56,5,4,"['cat'; 'ship'; 'dog'; 'airplane']",ship
57,2,8,"['airplane'; 'dog'; 'bird'; 'cat']",dog
58,4,1,"['automobile'; 'cat'; 'dog'; 'bird']",automobile
59,3,4,"['ship'; 'airplane'; 'dog'; 'cat']",dog
60,1,6,"['frog'; 'airplane'; 'deer'; 'truck']",frog
61,1,6,"['airplane'; 'frog'; 'truck'; 'deer']",frog
62,8,3,"['airplane'; 'automobile'; 'ship'; 'cat']",cat
63,2,0,"['truck'; 'airplane'; 'automobile'; 'deer']",truck
64,1,6,"['frog'; 'truck'; 'deer'; 'airplane']",frog
65,1,6,"['truck'; 'deer'; 'airplane'; 'frog']",deer
66,4,1,"['automobile'; 'bird'; 'dog'; 'cat']",automobile
67,9,2,"['frog'; 'automobile'; 'ship'; 'airplane']",frog
68,7,0,"['truck'; 'deer'; 'airplane'; 'automobile']",truck
69,8,3,"['cat'; 'airplane'; 'automobile'; 'ship']",cat
70,5,4,"['airplane'; 'ship'; 'dog'; 'cat']",airplane
71,9,2,"['automobile'; 'airplane'; 'frog'; 'ship']",frog
72,6,7,"['truck'; 'bird'; 'dog'; 'frog']",truck
73,7,0,"['truck'; 'automobile'; 'airplane'; 'deer']",deer
74,3,4,"['airplane'; 'ship'; 'dog'; 'cat']",dog
75,1,6,"['truck'; 'deer'; 'frog'; 'airplane']",deer
76,9,2,"['airplane'; 'ship'; 'frog'; 'automobile']",frog
77,0,0,"['airplane'; 'automobile'; 'deer'; 'truck']",deer
78,3,4,"['cat'; 'dog'; 'airplane'; 'ship']",airplane
79,1,6,"['truck'; 'deer'; 'airplane'; 'frog']",deer
80,3,4,"['airplane'; 'ship'; 'dog'; 'cat']",airplane
81,5,4,"['ship'; 'cat'; 'dog'; 'airplane']",ship
82,4,1,"['automobile'; 'bird'; 'cat'; 'dog']",automobile
83,5,0,"['airplane'; 'automobile'; 'truck'; 'deer']",deer
84,7,1,"['automobile'; 'dog'; 'cat'; 'bird']",dog
85,7,0,"['automobile'; 'airplane'; 'truck'; 'deer']",truck
86,4,1,"['bird'; 'dog'; 'cat'; 'automobile']",automobile
87,7,5,"['frog'; 'horse'; 'ship'; 'cat']",ship
88,9,2,"['frog'; 'airplane'; 'ship'; 'automobile']",frog
89,4,1,"['bird'; 'cat'; 'automobile'; 'dog']",automobile
90,2,7,"['bird'; 'dog'; 'frog'; 'truck']",dog
91,3,4,"['ship'; 'cat'; 'dog'; 'airplane']",dog
92,8,3,"['airplane'; 'ship'; 'automobile'; 'cat']",cat
93,0,3,"['cat'; 'airplane'; 'ship'; 'automobile']",cat
94,1,6,"['deer'; 'frog'; 'airplane'; 'truck']",frog
95,6,7,"['bird'; 'frog'; 'dog'; 'truck']",dog
96,1,6,"['airplane'; 'truck'; 'frog'; 'deer']",frog
97,1,6,"['truck'; 'frog'; 'airplane'; 'deer']",frog
