index,true_label,cluster_id,candidate_labels,complementary_label
0,6,26,"['bird'; 'dog'; 'deer'; 'cat']",deer
1,9,25,"['truck'; 'automobile'; 'frog'; 'horse']",frog
2,9,14,"['frog'; 'airplane'; 'automobile'; 'cat']",frog
3,4,8,"['dog'; 'bird'; 'airplane'; 'cat']",airplane
4,1,3,"['airplane'; 'cat'; 'ship'; 'automobile']",cat
5,1,19,"['bird'; 'automobile'; 'ship'; 'cat']",bird
6,2,29,"['cat'; 'horse'; 'airplane'; 'bird']",airplane
7,7,12,"['automobile'; 'ship'; 'frog'; 'deer']",frog
8,8,11,"['automobile'; 'horse'; 'cat'; 'ship']",horse
9,3,16,"['deer'; 'cat'; 'frog'; 'automobile']",deer
10,4,29,"['airplane'; 'bird'; 'horse'; 'cat']",airplane
11,7,4,"['ship'; 'dog'; 'airplane'; 'cat']",airplane
12,7,12,"['frog'; 'automobile'; 'deer'; 'ship']",automobile
13,2,21,"['cat'; 'dog'; 'frog'; 'ship']",ship
14,9,7,"['truck'; 'bird'; 'frog'; 'dog']",bird
15,9,25,"['truck'; 'frog'; 'automobile'; 'horse']",frog
16,9,25,"['horse'; 'frog'; 'automobile'; 'truck']",horse
17,3,20,"['horse'; 'deer'; 'frog'; 'dog']",deer
18,2,10,"['airplane'; 'dog'; 'truck'; 'deer']",dog
19,6,21,"['dog'; 'ship'; 'cat'; 'frog']",ship
20,4,29,"['cat'; 'horse'; 'airplane'; 'bird']",airplane
21,3,16,"['frog'; 'cat'; 'deer'; 'automobile']",frog
22,6,26,"['dog'; 'cat'; 'bird'; 'deer']",dog
23,6,15,"['deer'; 'automobile'; 'frog'; 'cat']",automobile
24,2,0,"['truck'; 'airplane'; 'automobile'; 'deer']",deer
25,6,16,"['frog'; 'cat'; 'automobile'; 'deer']",automobile
26,3,27,"['truck'; 'ship'; 'deer'; 'dog']",deer
27,5,21,"['ship'; 'dog'; 'cat'; 'frog']",cat
28,4,8,"['dog'; 'bird'; 'airplane'; 'cat']",airplane
29,0,16,"['frog'; 'cat'; 'automobile'; 'deer']",frog
