index,true_label,cluster_id,candidate_labels,complementary_label
0,6,7,"['frog'; 'bird'; 'dog'; 'truck']",truck
1,9,10,"['airplane'; 'deer'; 'truck'; 'dog']",deer
2,9,14,"['automobile'; 'airplane'; 'cat'; 'frog']",cat
3,4,17,"['ship'; 'truck'; 'bird'; 'dog']",bird
4,1,6,"['airplane'; 'truck'; 'frog'; 'deer']",frog
5,1,6,"['truck'; 'frog'; 'airplane'; 'deer']",frog
6,2,13,"['ship'; 'truck'; 'cat'; 'dog']",cat
7,7,5,"['frog'; 'horse'; 'cat'; 'ship']",frog
8,8,3,"['airplane'; 'cat'; 'ship'; 'automobile']",cat
9,3,4,"['cat'; 'airplane'; 'dog'; 'ship']",airplane
10,4,13,"['cat'; 'dog'; 'truck'; 'ship']",truck
11,7,5,"['cat'; 'horse'; 'frog'; 'ship']",frog
12,7,5,"['horse'; 'cat'; 'ship'; 'frog']",ship
13,2,18,"['automobile'; 'deer'; 'cat'; 'ship']",deer
14,9,14,"['frog'; 'cat'; 'automobile'; 'airplane']",frog
15,9,10,"['dog'; 'airplane'; 'deer'; 'truck']",dog
16,9,10,"['truck'; 'airplane'; 'dog'; 'deer']",dog
17,3,16,"['frog'; 'deer'; 'automobile'; 'cat']",automobile
18,2,4,"['ship'; 'dog'; 'airplane'; 'cat']",dog
19,6,16,"['deer'; 'cat'; 'frog'; 'automobile']",deer
20,4,13,"['ship'; 'truck'; 'dog'; 'cat']",truck
21,3,4,"['cat'; 'dog'; 'ship'; 'airplane']",ship
22,6,7,"['frog'; 'truck'; 'dog'; 'bird']",truck
23,6,19,"['cat'; 'bird'; 'ship'; 'automobile']",ship
24,2,0,"['truck'; 'airplane'; 'automobile'; 'deer']",deer
25,6,4,"['ship'; 'cat'; 'dog'; 'airplane']",cat
26,3,16,"['deer'; 'automobile'; 'frog'; 'cat']",deer
27,5,1,"['bird'; 'dog'; 'automobile'; 'cat']",automobile
28,4,17,"['bird'; 'dog'; 'truck'; 'ship']",truck
29,0,4,"['cat'; 'dog'; 'ship'; 'airplane']",dog
30,0,3,"['ship'; 'airplane'; 'automobile'; 'cat']",cat
31,9,10,"['deer'; 'dog'; 'airplane'; 'truck']",deer
32,1,6,"['frog'; 'deer'; 'truck'; 'airplane']",frog
33,3,16,"['automobile'; 'deer'; 'cat'; 'frog']",deer
34,4,13,"['truck'; 'dog'; 'ship'; 'cat']",truck
35,0,11,"['ship'; 'cat'; 'horse'; 'automobile']",cat
36,3,16,"['deer'; 'frog'; 'cat'; 'automobile']",automobile
37,7,5,"['ship'; 'cat'; 'frog'; 'horse']",cat
38,3,15,"['cat'; 'automobile'; 'deer'; 'frog']",automobile
39,3,17,"['bird'; 'truck'; 'ship'; 'dog']",truck
40,5,1,"['bird'; 'automobile'; 'dog'; 'cat']",automobile
41,2,0,"['airplane'; 'automobile'; 'deer'; 'truck']",deer
42,2,13,"['ship'; 'dog'; 'truck'; 'cat']",truck
43,7,5,"['ship'; 'cat'; 'horse'; 'frog']",cat
44,1,6,"['airplane'; 'frog'; 'truck'; 'deer']",frog
45,1,6,"['frog'; 'truck'; 'deer'; 'airplane']",frog
46,1,6,"['truck'; 'frog'; 'deer'; 'airplane']",frog
47,2,8,"['airplane'; 'cat'; 'bird'; 'dog']",cat
48,2,0,"['deer'; 'automobile'; 'truck'; 'airplane']",truck
49,0,4,"['airplane'; 'cat'; 'dog'; 'ship']",cat
50,9,3,"['ship'; 'cat'; 'airplane'; 'automobile']",cat
51,5,16,"['cat'; 'automobile'; 'deer'; 'frog']",automobile
52,7,5,"['ship'; 'frog'; 'cat'; 'horse']",frog
53,9,10,"['truck'; 'airplane'; 'dog'; 'deer']",dog
54,2,8,"['cat'; 'airplane'; 'bird'; 'dog']",airplane
55,2,1,"['automobile'; 'dog'; 'cat'; 'bird']",dog
56,5,4,"['ship'; 'airplane'; 'cat'; 'dog']",ship
57,2,8,"['airplane'; 'cat'; 'bird'; 'dog']",cat
58,4,17,"['truck'; 'dog'; 'bird'; 'ship']",truck
59,3,4,"['cat'; 'airplane'; 'dog'; 'ship']",airplane
60,1,6,"['deer'; 'frog'; 'airplane'; 'truck']",deer
61,1,6,"['truck'; 'airplane'; 'deer'; 'frog']",deer
62,8,18,"['cat'; 'automobile'; 'ship'; 'deer']",cat
63,2,0,"['deer'; 'airplane'; 'automobile'; 'truck']",airplane
64,1,6,"['airplane'; 'frog'; 'deer'; 'truck']",frog
65,1,6,"['frog'; 'deer'; 'truck'; 'airplane']",frog
66,4,13,"['ship'; 'truck'; 'cat'; 'dog']",cat
67,9,14,"['airplane'; 'automobile'; 'cat'; 'frog']",cat
