index,true_label,cluster_id,candidate_labels,complementary_label
0,6,7,"['dog'; 'automobile'; 'frog'; 'cat']",automobile
1,9,2,"['deer'; 'frog'; 'automobile'; 'bird']",frog
2,9,2,"['automobile'; 'deer'; 'bird'; 'frog']",deer
3,4,3,"['frog'; 'automobile'; 'cat'; 'bird']",automobile
4,1,5,"['airplane'; 'bird'; 'horse'; 'frog']",bird
5,1,5,"['frog'; 'horse'; 'airplane'; 'bird']",frog
6,2,3,"['frog'; 'bird'; 'cat'; 'automobile']",cat
7,7,8,"['airplane'; 'cat'; 'dog'; 'bird']",cat
8,8,6,"['bird'; 'dog'; 'horse'; 'frog']",dog
9,3,9,"['automobile'; 'truck'; 'horse'; 'dog']",automobile
10,4,3,"['bird'; 'cat'; 'automobile'; 'frog']",automobile
11,7,8,"['bird'; 'dog'; 'cat'; 'airplane']",airplane
12,7,8,"['cat'; 'dog'; 'bird'; 'airplane']",airplane
13,2,9,"['dog'; 'automobile'; 'horse'; 'truck']",automobile
14,9,2,"['deer'; 'frog'; 'automobile'; 'bird']",deer
15,9,2,"['bird'; 'automobile'; 'frog'; 'deer']",bird
16,9,2,"['deer'; 'frog'; 'automobile'; 'bird']",deer
17,3,9,"['truck'; 'horse'; 'automobile'; 'dog']",truck
18,2,0,"['cat'; 'deer'; 'automobile'; 'airplane']",deer
19,6,9,"['horse'; 'automobile'; 'dog'; 'truck']",horse
20,4,3,"['bird'; 'automobile'; 'cat'; 'frog']",automobile
21,3,0,"['airplane'; 'cat'; 'deer'; 'automobile']",deer
22,6,7,"['frog'; 'automobile'; 'dog'; 'cat']",automobile
23,6,7,"['cat'; 'automobile'; 'frog'; 'dog']",automobile
24,2,9,"['automobile'; 'truck'; 'horse'; 'dog']",automobile
25,6,9,"['horse'; 'truck'; 'automobile'; 'dog']",truck
26,3,9,"['automobile'; 'truck'; 'horse'; 'dog']",automobile
27,5,9,"['truck'; 'horse'; 'dog'; 'automobile']",truck
28,4,3,"['frog'; 'automobile'; 'cat'; 'bird']",automobile
29,0,0,"['airplane'; 'deer'; 'automobile'; 'cat']",deer
30,0,6,"['horse'; 'bird'; 'frog'; 'dog']",horse
31,9,2,"['deer'; 'bird'; 'automobile'; 'frog']",deer
32,1,5,"['bird'; 'horse'; 'airplane'; 'frog']",airplane
33,3,9,"['automobile'; 'dog'; 'truck'; 'horse']",truck
34,4,3,"['bird'; 'frog'; 'automobile'; 'cat']",automobile
35,0,0,"['airplane'; 'cat'; 'deer'; 'automobile']",cat
36,3,9,"['truck'; 'automobile'; 'horse'; 'dog']",truck
37,7,8,"['dog'; 'bird'; 'cat'; 'airplane']",bird
38,3,4,"['cat'; 'frog'; 'bird'; 'horse']",frog
39,3,4,"['horse'; 'frog'; 'cat'; 'bird']",horse
40,5,4,"['bird'; 'frog'; 'cat'; 'horse']",frog
41,2,0,"['airplane'; 'cat'; 'deer'; 'automobile']",cat
42,2,3,"['frog'; 'automobile'; 'cat'; 'bird']",automobile
43,7,8,"['bird'; 'airplane'; 'dog'; 'cat']",airplane
44,1,5,"['frog'; 'horse'; 'bird'; 'airplane']",frog
45,1,5,"['frog'; 'bird'; 'horse'; 'airplane']",frog
46,1,5,"['frog'; 'horse'; 'airplane'; 'bird']",frog
47,2,3,"['bird'; 'frog'; 'automobile'; 'cat']",automobile
48,2,3,"['automobile'; 'bird'; 'frog'; 'cat']",automobile
49,0,0,"['deer'; 'airplane'; 'automobile'; 'cat']",deer
50,9,2,"['bird'; 'automobile'; 'deer'; 'frog']",bird
51,5,9,"['dog'; 'truck'; 'automobile'; 'horse']",truck
52,7,8,"['cat'; 'airplane'; 'dog'; 'bird']",airplane
53,9,2,"['deer'; 'frog'; 'bird'; 'automobile']",bird
54,2,9,"['horse'; 'truck'; 'dog'; 'automobile']",truck
55,2,9,"['dog'; 'truck'; 'automobile'; 'horse']",truck
56,5,9,"['truck'; 'automobile'; 'horse'; 'dog']",truck
57,2,9,"['dog'; 'truck'; 'automobile'; 'horse']",truck
58,4,3,"['bird'; 'automobile'; 'frog'; 'cat']",automobile
59,3,9,"['dog'; 'automobile'; 'truck'; 'horse']",automobile
60,1,5,"['bird'; 'airplane'; 'frog'; 'horse']",airplane
61,1,5,"['bird'; 'frog'; 'airplane'; 'horse']",frog
62,8,1,"['airplane'; 'deer'; 'truck'; 'horse']",deer
63,2,9,"['dog'; 'automobile'; 'horse'; 'truck']",truck
64,1,5,"['airplane'; 'frog'; 'horse'; 'bird']",frog
65,1,5,"['frog'; 'airplane'; 'bird'; 'horse']",airplane
66,4,3,"['frog'; 'cat'; 'automobile'; 'bird']",automobile
67,9,2,"['deer'; 'frog'; 'bird'; 'automobile']",bird
68,7,4,"['bird'; 'frog'; 'cat'; 'horse']",frog
69,8,1,"['truck'; 'deer'; 'airplane'; 'horse']",deer
70,5,9,"['dog'; 'truck'; 'automobile'; 'horse']",truck
71,9,2,"['frog'; 'automobile'; 'bird'; 'deer']",frog
72,6,7,"['frog'; 'dog'; 'cat'; 'automobile']",automobile
73,7,4,"['cat'; 'frog'; 'bird'; 'horse']",frog
74,3,9,"['truck'; 'automobile'; 'dog'; 'horse']",truck
75,1,5,"['horse'; 'bird'; 'airplane'; 'frog']",horse
76,9,2,"['frog'; 'deer'; 'bird'; 'automobile']",frog
77,0,6,"['dog'; 'bird'; 'horse'; 'frog']",dog
78,3,9,"['automobile'; 'truck'; 'horse'; 'dog']",automobile
79,1,5,"['bird'; 'horse'; 'frog'; 'airplane']",bird
80,3,9,"['dog'; 'horse'; 'truck'; 'automobile']",truck
81,5,9,"['horse'; 'truck'; 'automobile'; 'dog']",truck
82,4,3,"['frog'; 'cat'; 'automobile'; 'bird']",automobile
83,5,4,"['bird'; 'cat'; 'horse'; 'frog']",horse
84,7,3,"['cat'; 'frog'; 'bird'; 'automobile']",automobile
85,7,4,"['horse'; 'frog'; 'bird'; 'cat']",frog
86,4,3,"['bird'; 'frog'; 'cat'; 'automobile']",automobile
87,7,8,"['bird'; 'cat'; 'airplane'; 'dog']",airplane
88,9,2,"['bird'; 'automobile'; 'frog'; 'deer']",bird
89,4,3,"['automobile'; 'bird'; 'frog'; 'cat']",automobile
90,2,9,"['truck'; 'dog'; 'automobile'; 'horse']",truck
91,3,9,"['horse'; 'dog'; 'automobile'; 'truck']",automobile
92,8,1,"['truck'; 'horse'; 'deer'; 'airplane']",horse
93,0,6,"['horse'; 'dog'; 'bird'; 'frog']",dog
94,1,5,"['airplane'; 'frog'; 'horse'; 'bird']",frog
95,6,7,"['automobile'; 'dog'; 'frog'; 'cat']",automobile
96,1,5,"['airplane'; 'frog'; 'horse'; 'bird']",frog
97,1,5,"['horse'; 'airplane'; 'frog'; 'bird']",frog
98,4,3,"['frog'; 'automobile'; 'bird'; 'cat']",automobile
99,1,5,"['horse'; 'airplane'; 'frog'; 'bird']",frog
100,8,1,"['deer'; 'truck'; 'airplane'; 'horse']",deer
101,3,9,"['truck'; 'horse'; 'dog'; 'automobile']",horse
102,9,2,"['bird'; 'automobile'; 'frog'; 'deer']",bird
103,6,7,"['frog'; 'cat'; 'dog'; 'automobile']",automobile
104,6,7,"['frog'; 'automobile'; 'cat'; 'dog']",automobile
105,1,5,"['horse'; 'bird'; 'airplane'; 'frog']",bird
106,8,1,"['airplane'; 'horse'; 'deer'; 'truck']",horse
107,5,9,"['automobile'; 'horse'; 'dog'; 'truck']",truck
108,2,0,"['airplane'; 'automobile'; 'cat'; 'deer']",cat
109,9,2,"['deer'; 'frog'; 'bird'; 'automobile']",bird
110,9,5,"['airplane'; 'horse'; 'frog'; 'bird']",horse
111,8,1,"['truck'; 'airplane'; 'deer'; 'horse']",deer
112,1,5,"['bird'; 'frog'; 'horse'; 'airplane']",horse
113,7,8,"['bird'; 'dog'; 'cat'; 'airplane']",airplane
114,7,8,"['dog'; 'bird'; 'cat'; 'airplane']",airplane
115,0,0,"['automobile'; 'airplane'; 'deer'; 'cat']",deer
116,0,6,"['horse'; 'bird'; 'dog'; 'frog']",frog
117,6,7,"['cat'; 'automobile'; 'dog'; 'frog']",automobile
118,9,2,"['bird'; 'automobile'; 'frog'; 'deer']",bird
119,1,0,"['cat'; 'automobile'; 'deer'; 'airplane']",deer
120,2,0,"['deer'; 'airplane'; 'cat'; 'automobile']",deer
121,2,3,"['frog'; 'cat'; 'automobile'; 'bird']",automobile
122,9,2,"['automobile'; 'deer'; 'frog'; 'bird']",deer
123,2,0,"['airplane'; 'automobile'; 'cat'; 'deer']",cat
124,6,7,"['cat'; 'automobile'; 'frog'; 'dog']",automobile
125,6,9,"['horse'; 'automobile'; 'dog'; 'truck']",truck
126,1,5,"['bird'; 'airplane'; 'frog'; 'horse']",airplane
127,9,2,"['deer'; 'bird'; 'frog'; 'automobile']",deer
128,5,9,"['dog'; 'automobile'; 'truck'; 'horse']",truck
129,0,0,"['airplane'; 'automobile'; 'deer'; 'cat']",deer
130,4,3,"['automobile'; 'frog'; 'bird'; 'cat']",frog
131,7,8,"['airplane'; 'dog'; 'cat'; 'bird']",dog
132,6,7,"['frog'; 'dog'; 'automobile'; 'cat']",automobile
133,7,8,"['dog'; 'bird'; 'airplane'; 'cat']",airplane
134,1,5,"['bird'; 'horse'; 'airplane'; 'frog']",frog
135,8,1,"['truck'; 'deer'; 'horse'; 'airplane']",deer
136,1,5,"['frog'; 'horse'; 'bird'; 'airplane']",frog
137,1,5,"['frog'; 'airplane'; 'horse'; 'bird']",frog
138,2,0,"['cat'; 'airplane'; 'deer'; 'automobile']",airplane
139,8,1,"['truck'; 'deer'; 'airplane'; 'horse']",deer
140,1,0,"['airplane'; 'cat'; 'deer'; 'automobile']",cat
141,3,7,"['dog'; 'cat'; 'automobile'; 'frog']",automobile
142,3,9,"['truck'; 'horse'; 'automobile'; 'dog']",horse
143,6,7,"['frog'; 'dog'; 'automobile'; 'cat']",automobile
144,2,0,"['cat'; 'airplane'; 'automobile'; 'deer']",airplane
145,4,3,"['cat'; 'automobile'; 'bird'; 'frog']",automobile
146,9,2,"['bird'; 'deer'; 'frog'; 'automobile']",bird
147,9,2,"['automobile'; 'deer'; 'frog'; 'bird']",deer
148,5,9,"['horse'; 'truck'; 'automobile'; 'dog']",truck
149,4,3,"['automobile'; 'bird'; 'cat'; 'frog']",automobile
150,3,9,"['dog'; 'truck'; 'horse'; 'automobile']",truck
151,6,9,"['horse'; 'dog'; 'automobile'; 'truck']",horse
152,7,4,"['cat'; 'bird'; 'horse'; 'frog']",bird
153,4,3,"['automobile'; 'bird'; 'frog'; 'cat']",automobile
154,6,7,"['dog'; 'frog'; 'automobile'; 'cat']",automobile
155,8,1,"['horse'; 'truck'; 'airplane'; 'deer']",horse
156,5,9,"['truck'; 'automobile'; 'dog'; 'horse']",truck
157,5,9,"['truck'; 'automobile'; 'dog'; 'horse']",truck
158,4,3,"['cat'; 'automobile'; 'frog'; 'bird']",automobile
159,3,9,"['dog'; 'truck'; 'automobile'; 'horse']",truck
160,1,5,"['bird'; 'horse'; 'frog'; 'airplane']",bird
161,8,1,"['airplane'; 'truck'; 'horse'; 'deer']",horse
162,4,4,"['cat'; 'horse'; 'bird'; 'frog']",bird
163,7,4,"['frog'; 'horse'; 'bird'; 'cat']",frog
164,6,7,"['cat'; 'dog'; 'automobile'; 'frog']",automobile
165,0,6,"['dog'; 'horse'; 'frog'; 'bird']",dog
166,9,2,"['automobile'; 'deer'; 'bird'; 'frog']",deer
167,5,9,"['dog'; 'automobile'; 'truck'; 'horse']",truck
168,1,5,"['bird'; 'airplane'; 'frog'; 'horse']",airplane
169,3,9,"['horse'; 'automobile'; 'dog'; 'truck']",truck
170,8,1,"['airplane'; 'truck'; 'deer'; 'horse']",deer
171,2,4,"['bird'; 'cat'; 'frog'; 'horse']",cat
172,7,8,"['bird'; 'dog'; 'airplane'; 'cat']",airplane
173,5,9,"['truck'; 'horse'; 'dog'; 'automobile']",truck
174,3,9,"['truck'; 'automobile'; 'dog'; 'horse']",truck
175,4,3,"['bird'; 'automobile'; 'cat'; 'frog']",automobile
176,1,5,"['airplane'; 'bird'; 'horse'; 'frog']",bird
177,5,4,"['cat'; 'horse'; 'frog'; 'bird']",frog
178,7,3,"['cat'; 'automobile'; 'frog'; 'bird']",automobile
179,0,3,"['bird'; 'frog'; 'automobile'; 'cat']",automobile
180,4,3,"['automobile'; 'bird'; 'frog'; 'cat']",automobile
181,7,4,"['bird'; 'horse'; 'cat'; 'frog']",bird
182,5,4,"['horse'; 'cat'; 'frog'; 'bird']",frog
183,5,4,"['bird'; 'frog'; 'horse'; 'cat']",horse
184,1,5,"['frog'; 'airplane'; 'horse'; 'bird']",airplane
185,0,6,"['horse'; 'frog'; 'bird'; 'dog']",horse
186,9,2,"['deer'; 'automobile'; 'frog'; 'bird']",deer
187,6,7,"['automobile'; 'dog'; 'cat'; 'frog']",dog
188,9,2,"['deer'; 'frog'; 'automobile'; 'bird']",frog
189,0,4,"['bird'; 'cat'; 'frog'; 'horse']",horse
190,8,6,"['horse'; 'frog'; 'dog'; 'bird']",horse
191,7,0,"['airplane'; 'automobile'; 'deer'; 'cat']",deer
192,8,1,"['truck'; 'airplane'; 'deer'; 'horse']",deer
193,8,1,"['deer'; 'horse'; 'truck'; 'airplane']",deer
194,2,0,"['automobile'; 'airplane'; 'deer'; 'cat']",automobile
195,5,4,"['cat'; 'horse'; 'bird'; 'frog']",horse
196,2,0,"['cat'; 'deer'; 'airplane'; 'automobile']",airplane
197,3,4,"['frog'; 'bird'; 'cat'; 'horse']",frog
198,5,9,"['truck'; 'automobile'; 'dog'; 'horse']",truck
199,0,6,"['bird'; 'frog'; 'dog'; 'horse']",dog
200,6,7,"['frog'; 'cat'; 'dog'; 'automobile']",dog
201,1,5,"['horse'; 'airplane'; 'bird'; 'frog']",bird
202,9,2,"['bird'; 'automobile'; 'frog'; 'deer']",bird
203,3,4,"['cat'; 'horse'; 'frog'; 'bird']",horse
204,6,7,"['cat'; 'automobile'; 'dog'; 'frog']",automobile
205,9,2,"['automobile'; 'deer'; 'frog'; 'bird']",deer
206,1,5,"['horse'; 'bird'; 'airplane'; 'frog']",bird
207,3,9,"['horse'; 'automobile'; 'truck'; 'dog']",truck
208,9,2,"['frog'; 'deer'; 'bird'; 'automobile']",frog
209,6,7,"['dog'; 'cat'; 'automobile'; 'frog']",automobile
210,6,7,"['frog'; 'automobile'; 'dog'; 'cat']",automobile
211,7,8,"['bird'; 'dog'; 'cat'; 'airplane']",airplane
212,1,5,"['bird'; 'horse'; 'frog'; 'airplane']",airplane
213,0,0,"['airplane'; 'cat'; 'automobile'; 'deer']",cat
214,9,2,"['deer'; 'bird'; 'automobile'; 'frog']",deer
215,5,9,"['dog'; 'truck'; 'horse'; 'automobile']",truck
216,8,1,"['horse'; 'deer'; 'airplane'; 'truck']",horse
